,country,egal,util,rel,nonrel,a_div_rel,a_div_nonrel
0,0.0,0.27782055688380497,0.722179443116195,0.33078172762063585,0.6692182723793642,-0.7535519688798773,-0.26595200252133444
1,1.0,0.16298819319930855,0.8370118068006914,0.42281416365041774,0.5771858363495823,1.0,0.30234415968715056
2,2.0,0.2947408005549738,0.7052591994450261,0.38290432840251165,0.6170956715974883,0.09999844299891562,-0.00895486031951689
3,3.0,0.2703093498290052,0.7296906501709948,0.3227511113447581,0.6772488886552419,-0.03133892029622,-0.6553695097133891
4,4.0,0.35450153274561974,0.6454984672543802,0.33580803079703325,0.6641919692029667,0.02934546982145735,1.0
5,5.0,0.12665720099477115,0.8733427990052288,0.6280063985084247,0.37199360149157534,-0.7588421116474984,0.14011869173654723
6,6.0,0.017145015533874097,0.9828549844661258,0.0,1.0,-0.1473954375347982,0.26237550615175753
7,7.0,0.3285673697864982,0.6714326302135019,1.0,0.0,0.4417312143332774,0.04375957289517065
8,8.0,0.031912643415361125,0.9680873565846388,0.5543368203388618,0.4456631796611382,-0.6929550705144473,0.5549808849585307
9,9.0,0.2431049981761429,0.7568950018238572,0.12511660998496876,0.8748833900150312,-0.30192939862137813,0.16707360002239016
10,10.0,0.4627607931048264,0.5372392068951737,0.34736853860615485,0.6526314613938451,0.13003642201588192,0.4522113381798658
11,11.0,0.4959813596891818,0.5040186403108182,0.9242557269896341,0.0757442730103659,0.15948110970994336,0.7739768797750973
12,12.0,0.0,1.0,0.6382181422602583,0.3617818577397417,1.0,0.19598839195786044
13,13.0,0.006612077002550704,0.9933879229974493,0.4865021631487168,0.5134978368512833,-0.3594503848251297,-0.8547778573273501
14,14.0,0.2663113691238105,0.7336886308761895,0.5607618202575476,0.4392381797424524,-0.1011343196290543,0.05784091090464383
15,15.0,0.21843044855412028,0.7815695514458797,0.35264152944217664,0.6473584705578234,0.24098924253880014,-0.14448540296581602
16,16.0,0.17183486844823825,0.8281651315517617,0.41967342506460165,0.5803265749353983,0.11857039547385889,0.10616526376635106
17,17.0,0.0,1.0,1.0,0.0,-0.5107529170088689,-0.22909814227120404
18,18.0,0.3825553345502908,0.6174446654497092,0.5547203580038411,0.4452796419961589,-0.3220907412536652,-1.0
19,19.0,0.0,1.0,0.7237275825172557,0.27627241748274434,0.2564990236791602,0.12639429559435167
20,20.0,0.5101128840845128,0.48988711591548717,0.5929499271476937,0.4070500728523063,-0.4067886942867203,0.7259254777209094
21,21.0,0.04851490631658506,0.9514850936834149,0.5746352819422919,0.42536471805770815,-0.08323868209003503,0.1294016557446723
22,22.0,0.14685121724188388,0.8531487827581161,0.2831879663609017,0.7168120336390983,-0.5169131957030093,-0.3641584773518813
23,23.0,0.2874050729868889,0.7125949270131111,0.8486740217941052,0.15132597820589477,0.3765237428003736,0.021413101680188198
24,24.0,0.3206000279059068,0.6793999720940932,0.21152145664682065,0.7884785433531794,-0.3079613487332239,-1.0
25,25.0,0.0,1.0,0.512406906472374,0.48759309352762603,0.6136055435981013,0.2713930066355985
26,26.0,0.34964681139357634,0.6503531886064237,0.3909034227486714,0.6090965772513286,-0.07632447410597552,0.8082880720546269
27,27.0,0.10609568646094245,0.8939043135390575,0.0,1.0,0.12176365617187289,0.1241610246748157
28,28.0,0.0,1.0,0.4237201626700842,0.5762798373299158,0.5212335508314336,0.06336224132860403
29,29.0,0.0,1.0,0.5167992672087552,0.48320073279124476,0.5768364763154415,-0.8070040049457251
30,30.0,0.0,1.0,0.3384266070778242,0.6615733929221759,-0.6790030971510175,-0.025095439323676656
31,31.0,0.0,1.0,0.5118824425390018,0.48811755746099816,0.026748628100930958,0.10719349871214859
32,32.0,0.20564224972165374,0.7943577502783463,0.6466296972575005,0.3533703027424995,-0.2821352834994226,-0.09912255946344117
33,33.0,0.3200401134796146,0.6799598865203854,0.4649407307534999,0.5350592692465002,-0.3742645796209356,-0.36212796392800334
34,34.0,0.2834204884966821,0.7165795115033179,0.9511490461964779,0.04885095380352211,-0.42569192223540553,0.19379669920492065
35,35.0,0.13980174029753617,0.8601982597024638,0.23563305194410522,0.7643669480558948,-0.23904199044900373,0.32153573605960556
36,36.0,0.0,1.0,0.8596161359713239,0.1403838640286761,0.5021930342930676,0.8056562630109904
37,37.0,0.0,1.0,0.6565783840873491,0.34342161591265086,-0.7191753755358922,0.5663996208036858
