,country,egal,util,rel,nonrel,a_div_rel,a_div_nonrel
0,0.0,0.5023109518489821,0.4976890481510179,0.1155597977358605,0.8844402022641396,0.8374048225608034,0.08814565615678599
1,1.0,0.9110436330620355,0.08895636693796449,0.8653575908587967,0.1346424091412033,0.01866706020869978,0.5613782964669501
2,2.0,0.6666951630744811,0.33330483692551893,0.529424586515422,0.470575413484578,-0.48719318858111016,-0.8346892679929747
3,3.0,0.6578678110656497,0.34213218893435027,0.34118533291843567,0.6588146670815643,0.5307055401558616,-0.8894792463658023
4,4.0,0.6343937357487901,0.3656062642512099,0.4160845599932522,0.5839154400067478,-0.2784460257011899,-0.4743077007582297
5,5.0,0.4968775533658281,0.5031224466341719,0.22713460191672935,0.7728653980832707,0.41364671267231296,0.7303278318823029
6,6.0,0.7837395230394757,0.2162604769605243,0.36159081322302333,0.6384091867769767,-0.1337122946563429,0.2912705269574919
7,7.0,0.9636504930479649,0.03634950695203509,0.7400385501356981,0.2599614498643019,0.3109343462225029,-0.30571195578127885
8,8.0,0.8942656408667953,0.10573435913320473,0.3744089872381358,0.6255910127618642,-0.026616990159833726,-0.27504625395666527
9,9.0,0.6481985038569013,0.35180149614309875,0.0,1.0,0.2955791710165812,-0.19201652037102657
10,10.0,0.6186398185406896,0.3813601814593104,0.6020422140021335,0.39795778599786646,0.788073117576153,-1.0
11,11.0,0.9004958566093151,0.09950414339068492,0.39021219621974884,0.6097878037802511,-0.015240090338454144,-0.23977848004406224
12,12.0,1.0,0.0,0.17312402077285538,0.8268759792271446,0.284045586234769,0.34837170371581794
13,13.0,0.7818151830424231,0.21818481695757685,0.805801519763859,0.19419848023614095,-0.7850117605412612,-0.5897733680375399
14,14.0,1.0,0.0,0.48269389453646677,0.5173061054635333,0.09742117906888746,0.17700233073566568
15,15.0,0.47744871570052716,0.5225512842994728,0.0,1.0,0.47243542105740777,-0.2222800048575373
16,16.0,0.8921838883178147,0.1078161116821853,0.7429240924548701,0.2570759075451299,0.19734773687723103,-0.269842312944297
17,17.0,0.6161754800692896,0.38382451993071043,0.21119273279694856,0.7888072672030515,-0.314295744193354,0.18443399794642926
18,18.0,1.0,0.0,0.4388915938353877,0.5611084061646123,-0.13819412239572054,0.10192390920657161
19,19.0,0.8340446749292185,0.16595532507078148,0.43088896948372,0.56911103051628,0.27218947692745465,-1.0
20,20.0,0.4282768457091116,0.5717231542908884,0.9368925184161967,0.0631074815838033,0.34230870235941485,-0.32877853777591737
21,21.0,0.9367530906113399,0.06324690938866007,0.44044924374322025,0.5595507562567797,-0.012687709310707602,-0.45854337457184996
22,22.0,0.5954873141866145,0.4045126858133855,1.0,0.0,-0.13485038975610483,-0.46490457323300227
23,23.0,0.8840392988179816,0.1159607011820184,0.6067106598801549,0.39328934011984507,-0.12087206693859008,0.6820960283752932
24,24.0,0.9556566081101163,0.044343391889883677,0.4002719872915291,0.599728012708471,-0.2624559240678055,-0.5624753127482156
25,25.0,0.8044883070408358,0.19551169295916415,0.4014171668373004,0.5985828331626997,-0.6796352916893361,1.0
26,26.0,0.2895409877064875,0.7104590122935125,0.5009658805617744,0.4990341194382256,0.5637520834489622,0.3330876439170267
27,27.0,1.0,0.0,0.31856050579413986,0.6814394942058601,-0.7950874718470182,0.3021861250577295
28,28.0,0.9409316680226786,0.05906833197732142,0.38464664024387224,0.6153533597561278,0.6063932201370543,-0.023620328625754694
29,29.0,0.8455165218475392,0.15448347815246077,0.6309256420516149,0.36907435794838506,0.009308113337775634,-0.3160182659069348
30,30.0,0.7975921049605686,0.20240789503943135,0.7405596550402287,0.2594403449597713,-0.07026416207859942,-0.011233870647547942
31,31.0,1.0,0.0,0.0,1.0,0.16198955713192562,-0.41481747440507355
32,32.0,1.0,0.0,0.5870967165976536,0.4129032834023464,0.018531069973840734,-0.3361840400030599
33,33.0,0.8407427960593461,0.1592572039406539,0.7404980421004356,0.25950195789956443,-0.5162551867331858,0.29699776350127466
34,34.0,0.7657959017555669,0.2342040982444331,0.4787612418176373,0.5212387581823628,0.226279039876037,-0.8123952643572802
35,35.0,0.7199223079580807,0.28007769204191935,0.4690989692203934,0.5309010307796066,0.3456500370748529,0.026812448489929464
36,36.0,0.6093232647163319,0.3906767352836681,0.6253281731821826,0.3746718268178174,0.1363627444419095,0.8927741742316258
37,37.0,0.7643207702301971,0.23567922976980293,0.8149807637037492,0.18501923629625083,0.5200803622426056,0.2917105781148032
38,38.0,1.0,0.0,0.7660278070818349,0.23397219291816507,-0.4362346725113599,-0.1905560377500843
39,39.0,1.0,0.0,0.34179321109691024,0.6582067889030898,0.1666362725944951,-0.14655224532294964
