context,agent_max,satisfaction_max,agent_min,satisfaction_min
0,19.0,0.9065403917209592,43.0,0.0012326076369413
1,78.0,0.8633796580277548,72.0,0.0003218296218172
2,27.0,0.8538429876803972,95.0,0.0001164235690987
3,15.0,0.914578875869894,4.0,0.0007388565501604
4,78.0,0.9085620402636492,98.0,4.320803972933385e-05
5,21.0,0.792530287973642,59.0,0.0007097096627963
6,89.0,1.0293948983116818,41.0,0.000804175267672
7,85.0,1.006955708114846,20.0,0.0008482387346695
8,89.0,0.9014167461973804,64.0,0.0002221352436554
9,20.0,0.9262067578304648,23.0,0.0017155949475553
10,62.0,0.8152842019685695,61.0,0.0009411299281329
11,42.0,0.9632540190899463,97.0,2.1069714686294816e-05
12,79.0,0.8971983119686318,21.0,0.0004369866827411
13,78.0,1.066097799105849,45.0,0.00012996990956
14,8.0,0.8081500738681959,60.0,0.0009541844006547
15,20.0,0.8857447961006817,30.0,0.0003016512194591
16,58.0,1.0109937093217267,34.0,0.0007299202257896
17,30.0,0.8762200845922984,31.0,0.0003752469778842
18,0.0,0.9929131241061262,71.0,0.0002376168016165
19,47.0,0.9523898174217704,99.0,0.0001139260408095
20,27.0,0.8767619888380902,4.0,0.0003411129245678
21,30.0,0.9836394209171808,27.0,0.0001455449230555
22,22.0,0.9681467483902736,87.0,0.0007129589204443
23,85.0,0.9552126697833392,76.0,0.0013490655996526
24,85.0,0.911243053709338,72.0,0.0003629336477152
25,63.0,0.9520888779972644,87.0,0.0001372093844729
26,63.0,0.8925479947910684,33.0,0.0002314569760413
27,61.0,0.8998489853862774,39.0,0.0002759923181088
28,63.0,0.8860833211813897,47.0,0.0001958982774207
29,16.0,0.8221350271575384,51.0,0.0002295781992935
30,63.0,0.9679746078484576,74.0,2.079476890565896e-05
31,63.0,0.91720751175524,5.0,3.460303925004182e-05
32,83.0,0.9978364340122182,16.0,0.0001794917243204
33,96.0,0.9155308374054024,29.0,0.0001557728789898
34,44.0,0.8328880685907906,76.0,0.0001920828137749
35,32.0,0.9007358003088104,73.0,0.0003016404676977
36,20.0,0.8255780649402571,32.0,2.972800746572392e-05
37,94.0,0.8254772810913835,92.0,0.0001723091328771
38,20.0,0.8133508999519065,83.0,1.600789477906872e-05
