0,0,51.0,0.15859737172786403
0,0,11.0,0.046919522298777674
0,0,0.0,0.31701412987355454
0,0,76.0,0.07450770650091106
0,1,51.0,0.08308938679075081
0,1,11.0,0.12242750723589091
0,1,0.0,0.2415061449364413
0,1,76.0,0.1500156914380243
0,2,51.0,0.1616326636923962
0,2,11.0,0.043884230334245516
0,2,0.0,0.3200494218380867
0,2,76.0,0.0714724145363789
0,3,51.0,0.17471157645250918
0,3,11.0,0.030805317574132546
0,3,0.0,0.3331283345981997
0,3,76.0,0.05839350177626593
1,0,51.0,0.5899130096269315
1,0,11.0,0.014368655786348168
1,0,0.0,0.06969754606411217
1,0,76.0,0.0803086106064588
1,1,51.0,0.6302636316296069
1,1,11.0,0.025981966216327222
1,1,0.0,0.029346924061436783
1,1,76.0,0.12065923260913419
1,2,51.0,0.5967896467707832
1,2,11.0,0.007492018642496469
1,2,0.0,0.06282090892026047
1,2,76.0,0.0871852477503105
1,3,51.0,0.5767494024396654
1,3,11.0,0.027532262973614198
1,3,0.0,0.0828611532513782
1,3,76.0,0.06714500341919277
2,0,51.0,0.2662150255694964
2,0,11.0,0.14706105322599067
2,0,0.0,0.349662650925496
2,0,76.0,0.2960347737148079
2,1,51.0,0.23691045021893045
2,1,11.0,0.17636562857655658
2,1,0.0,0.32035807557493007
2,1,76.0,0.266730198364242
2,2,51.0,0.22266750646937247
2,2,11.0,0.19060857232611456
2,2,0.0,0.3061151318253721
2,2,76.0,0.252487254614684
2,3,51.0,0.2662150255694964
2,3,11.0,0.14706105322599067
2,3,0.0,0.349662650925496
2,3,76.0,0.2960347737148079
3,0,85.0,0.06255953399651779
3,0,81.0,0.5428510436363575
3,0,12.0,0.024966927514808696
3,0,36.0,0.08140446078253383
3,1,85.0,0.020747552922197036
3,1,81.0,0.5010390625620367
3,1,12.0,0.01684505355951206
3,1,36.0,0.03959247970821308
3,2,85.0,0.058710657970648845
3,2,81.0,0.5390021676104885
3,2,12.0,0.02111805148893975
3,2,36.0,0.07755558475666488
3,3,85.0,0.0690967553886104
3,3,81.0,0.5493882650284501
3,3,12.0,0.0315041489069013
3,3,36.0,0.08794168217462645
4,0,85.0,0.19151539110626312
4,0,81.0,0.36995081091679505
4,0,12.0,0.558352278045453
4,0,36.0,0.5286797523363832
4,1,85.0,0.41870531301916525
4,1,81.0,0.14276088900389292
4,1,12.0,0.33116235613255074
4,1,36.0,0.301489830423481
4,2,85.0,0.3220888658354662
4,2,81.0,0.239377336187592
4,2,12.0,0.42777880331624984
4,2,36.0,0.3981062776071801
4,3,85.0,0.23967396380409003
4,3,81.0,0.3217922382189682
4,3,12.0,0.510193705347626
4,3,36.0,0.48052117963855623
5,0,85.0,0.19099146361737734
5,0,81.0,0.19395582987313836
5,0,12.0,0.12761782115871045
5,0,36.0,0.17355105872170346
5,1,85.0,0.2639629673870197
5,1,81.0,0.12098432610349602
5,1,12.0,0.05464631738906811
5,1,36.0,0.2465225624913458
5,2,85.0,0.19585845593846332
5,2,81.0,0.18908883755205239
5,2,12.0,0.12275082883762448
5,2,36.0,0.17841805104278943
5,3,85.0,0.1663170800780066
5,3,81.0,0.2186302134125091
5,3,12.0,0.1522922046980812
5,3,36.0,0.14887667518233272
6,0,48.0,0.05358539893182321
6,0,55.0,0.3572686649268698
6,0,86.0,0.016788746850561864
6,0,35.0,0.13501229865207398
6,1,48.0,0.045065830591947145
6,1,55.0,0.25861743540309945
6,1,86.0,0.11543997637433222
6,1,35.0,0.23366352817584435
6,2,48.0,0.020309170611954586
6,2,55.0,0.32399243660700117
6,2,86.0,0.05006497517043049
6,2,35.0,0.1682885269719426
6,3,48.0,0.09767730301489372
6,3,55.0,0.4013605690099403
6,3,86.0,0.027303157232508646
6,3,35.0,0.09092039456900347
7,0,48.0,0.1158067069005164
7,0,55.0,0.5885760976270749
7,0,86.0,0.014047591699524124
7,0,35.0,0.0575310491505739
7,1,48.0,0.04679742616459906
7,1,55.0,0.7511802306921903
7,1,86.0,0.17665172476463958
7,1,35.0,0.22013518221568937
7,2,48.0,0.04672121830480863
7,2,55.0,0.7511040228323999
7,2,86.0,0.17657551690484916
7,2,35.0,0.22005897435589894
7,3,48.0,0.1180261739296313
7,3,55.0,0.58635663059796
7,3,86.0,0.01182812467040923
7,3,35.0,0.05531158212145901
8,0,48.0,0.14371776941769387
8,0,55.0,0.06943931720755728
8,0,86.0,0.06407004439521669
8,0,35.0,0.055240718024398394
8,1,48.0,0.25947345751123696
8,1,55.0,0.04631637088598581
8,1,86.0,0.17982573248875977
8,1,35.0,0.06051497006914469
8,2,48.0,0.20511070621377642
8,2,55.0,0.008046380411474735
8,2,86.0,0.12546298119129923
8,2,35.0,0.006152218771684148
8,3,48.0,0.16068746808959605
8,3,55.0,0.0524696185356551
8,3,86.0,0.08103974306711886
8,3,35.0,0.038271019352496216
9,0,21.0,0.05567486634458002
9,0,89.0,0.2092666755854276
9,0,1.0,0.08719834486009365
9,0,29.0,0.3792156432597209
9,1,21.0,0.10927770197946021
9,1,89.0,0.2628695112203078
9,1,1.0,0.14080118049497384
9,1,29.0,0.3256128076248407
9,2,21.0,0.1072354922752757
9,2,89.0,0.2608273015161233
9,2,1.0,0.13875897079078933
9,2,29.0,0.3276550173290252
9,3,21.0,0.04671197111952999
9,3,89.0,0.20030378036037758
9,3,1.0,0.07823544963504361
9,3,29.0,0.3881785384847709
10,0,21.0,0.5197098231529974
10,0,89.0,0.24855187205707394
10,0,1.0,0.02719665986285317
10,0,29.0,0.16730600855309347
10,1,21.0,0.4312016738885986
10,1,89.0,0.16004372279267515
10,1,1.0,0.06131148940154562
10,1,29.0,0.2558141578174923
10,2,21.0,0.4660924772470679
10,2,89.0,0.19493452615114448
10,2,1.0,0.026420686043076264
10,2,29.0,0.2209233544590229
10,3,21.0,0.5097861233388226
10,3,89.0,0.23862817224289912
10,3,1.0,0.01727296004867835
10,3,29.0,0.17722970836726828
11,0,21.0,0.24990486808503992
11,0,89.0,0.4078177180368176
11,0,1.0,0.08020701583573608
11,0,29.0,0.08551718847176318
11,1,21.0,0.2556189586195796
11,1,89.0,0.4135318085713573
11,1,1.0,0.07449292530119639
11,1,29.0,0.07980309793722348
11,2,21.0,0.239113563154396
11,2,89.0,0.39702641310617365
11,2,1.0,0.09099832076638001
11,2,29.0,0.0963084934024071
11,3,21.0,0.2321249295045915
11,3,89.0,0.39003777945636914
11,3,1.0,0.09798695441618453
11,3,29.0,0.10329712705221163
12,0,2.0,0.31761752653503006
12,0,34.0,0.2709351257945117
12,0,87.0,0.1495739276957271
12,0,33.0,0.14543471398877159
12,1,2.0,0.35340143553527054
12,1,34.0,0.2351512167942712
12,1,87.0,0.1137900186954866
12,1,33.0,0.1812186229890121
12,2,2.0,0.32175782035552536
12,2,34.0,0.26679483197401643
12,2,87.0,0.1454336338752318
12,2,33.0,0.14957500780926689
12,3,2.0,0.30015775070952067
12,3,34.0,0.2883949016200211
12,3,87.0,0.1670337035212365
12,3,33.0,0.1279749381632622
13,0,2.0,0.20656333373553726
13,0,34.0,0.4835148414671697
13,0,87.0,0.31426000277782334
13,0,33.0,0.09323945492475046
13,1,2.0,0.18456603074934336
13,1,34.0,0.5055121444533637
13,1,87.0,0.33625730576401724
13,1,33.0,0.11523675791094436
13,2,2.0,0.20755346013186093
13,2,34.0,0.48252471507084604
13,2,87.0,0.31326987638149967
13,2,33.0,0.09224932852842678
13,3,2.0,0.2083546499228783
13,3,34.0,0.48172352527982865
13,3,87.0,0.3124686865904823
13,3,33.0,0.09144813873740941
14,0,2.0,0.12819388545062854
14,0,34.0,0.3283490281196025
14,0,87.0,0.1256277717989655
14,0,33.0,0.30026799902666335
14,1,2.0,0.11457266931253274
14,1,34.0,0.3419702442576983
14,1,87.0,0.1392489879370613
14,1,33.0,0.3138892151647592
14,2,2.0,0.12529098102752184
14,2,34.0,0.3312519325427092
14,2,87.0,0.1285306762220722
14,2,33.0,0.30317090344977005
14,3,2.0,0.12819388545062854
14,3,34.0,0.3283490281196025
14,3,87.0,0.1256277717989655
14,3,33.0,0.30026799902666335
15,0,6.0,0.03992097654936386
15,0,42.0,0.11074916465377392
15,0,68.0,0.12142989267092384
15,0,5.0,0.25238940484615235
15,1,6.0,0.19168964752738538
15,1,42.0,0.2625178356317954
15,1,68.0,0.27319856364894535
15,1,5.0,0.40415807582417385
15,2,6.0,0.08442841880109458
15,2,42.0,0.15525660690550463
15,2,68.0,0.16593733492265456
15,2,5.0,0.2968968470978831
15,3,6.0,0.027503356443381446
15,3,42.0,0.09833154454779151
15,3,68.0,0.10901227256494143
15,3,5.0,0.23997178474016995
16,0,6.0,0.12807323314031177
16,0,42.0,0.1485868984102537
16,0,68.0,0.22894432428556602
16,0,5.0,0.2051623697224658
16,1,6.0,0.16770457671482059
16,1,42.0,0.10895555483574487
16,1,68.0,0.26857566786007486
16,1,5.0,0.2447937132969746
16,2,6.0,0.16508826111387526
16,2,42.0,0.1115718704366902
16,2,68.0,0.26595935225912953
16,2,5.0,0.24217739769602928
16,3,6.0,0.14664390767756652
16,3,42.0,0.13001622387299894
16,3,68.0,0.24751499882282077
16,3,5.0,0.22373304425972054
17,0,6.0,0.10199614842695623
17,0,42.0,0.353864299181049
17,0,68.0,0.6072882460674569
17,0,5.0,0.6170084088826753
17,1,6.0,0.21793038608422355
17,1,42.0,0.23793006152378168
17,1,68.0,0.4913540084101896
17,1,5.0,0.501074171225408
17,2,6.0,0.1645654979517323
17,2,42.0,0.2912949496562729
17,2,68.0,0.5447188965426809
17,2,5.0,0.5544390593578993
17,3,6.0,0.11704473347566596
17,3,42.0,0.33881571413233924
17,3,68.0,0.5922396610187473
17,3,5.0,0.6019598238339656
18,0,53.0,0.06514271132630364
18,0,98.0,0.01481001717077704
18,0,92.0,0.05404485990854338
18,0,82.0,0.6037963375783915
