0,0,[ 0.2652  0.6217 -0.1862  0.3457]
0,1,[ 0.2195  0.5949 -0.1889  0.209 ]
0,2,[ 0.2652  0.6217 -0.1862  0.3457]
0,3,[ 0.2697  0.6243 -0.1853  0.3802]
1,0,[-0.027  -0.349  -0.1276 -0.4148]
1,1,[ 0.1683 -0.3498 -0.1497 -0.2793]
1,2,[ 0.0489 -0.3491 -0.1306 -0.3723]
1,3,[-0.076  -0.3489 -0.1257 -0.4419]
2,0,[-0.1197 -0.3377  0.5943  0.1664]
2,1,[-0.0393 -0.3209  0.6917  0.1716]
2,2,[-0.0393 -0.3222  0.6851  0.1716]
2,3,[-0.074  -0.3359  0.6245  0.168 ]
3,0,[-0.157  -0.2927  0.1733  0.0577]
3,1,[-0.1407 -0.2893 -0.3671  0.1799]
3,2,[-0.1557 -0.2927 -0.1351  0.127 ]
3,3,[-0.1607 -0.2929 -0.0231  0.1015]
4,0,[ 0.1644  0.4116 -0.2341  0.1006]
4,1,[ 0.2273  0.0813 -0.1495  0.5187]
4,2,[ 0.1692  0.2515 -0.2284  0.3374]
4,3,[ 0.1458  0.3655 -0.256   0.219 ]
5,0,[-0.2821 -0.0539 -0.2591  0.2092]
5,1,[-0.2138 -0.0213 -0.1451  0.2218]
5,2,[-0.2769 -0.0522 -0.2023  0.21  ]
5,3,[-0.3198 -0.0676 -0.2726  0.2029]
6,0,[-0.1036  0.1822 -0.1578 -0.4023]
6,1,[-0.0402  0.2442 -0.2171 -0.3513]
6,2,[-0.1036  0.1822 -0.1874 -0.4023]
6,3,[-0.1402  0.1613 -0.1578 -0.425 ]
7,0,[-0.2192 -0.255  -0.1304  0.1501]
7,1,[-0.078  -0.2334 -0.431   0.0437]
7,2,[-0.211  -0.254  -0.2593  0.1055]
7,3,[-0.2579 -0.2601 -0.1453  0.1585]
8,0,[0.1262 0.217  0.0147 0.1635]
8,1,[-0.0017  0.2093  0.0356  0.2286]
8,2,[0.0571 0.2156 0.0173 0.2045]
8,3,[0.1743 0.218  0.013  0.1595]
9,0,[-0.1506 -0.1371 -0.2454  0.3457]
9,1,[-0.2211  0.0273 -0.1491 -0.1548]
9,2,[-0.1506 -0.063  -0.2454  0.1493]
9,3,[-0.1351 -0.0996 -0.2585  0.2578]
10,0,[-0.1992 -0.3457  0.0125 -0.0513]
10,1,[-0.364  -0.3899  0.0006  0.1464]
