0,0,92.0,0.18987772140227532
0,0,64.0,0.08744667186140598
0,0,86.0,0.45872331132313043
0,0,10.0,0.3084774092566877
0,1,92.0,0.22339056575874666
0,1,64.0,0.12095951621787732
0,1,86.0,0.4922361556796018
0,1,10.0,0.27496456490021637
0,2,92.0,0.19341237332763123
0,2,64.0,0.09098132378676188
0,2,86.0,0.46225796324848634
0,2,10.0,0.3049427573313318
0,3,92.0,0.1884631322077191
0,3,64.0,0.08603208266684975
0,3,86.0,0.4573087221285742
0,3,10.0,0.30989199845124393
1,0,92.0,0.014890328046614332
1,0,64.0,0.3604886559335687
1,0,86.0,0.2969017123808136
1,0,10.0,0.3967033610636355
1,1,92.0,0.10828437303606606
1,1,64.0,0.4538827009230204
1,1,86.0,0.20350766739136184
1,1,10.0,0.4900974060530872
1,2,92.0,0.0541002663277898
1,2,64.0,0.3996985942147442
1,2,86.0,0.2576917740996381
1,2,10.0,0.435913299344811
1,3,92.0,0.01057118367605743
1,3,64.0,0.33502714421089697
1,3,86.0,0.32236322410348534
1,3,10.0,0.3712418493409637
2,0,92.0,0.1834015530894057
2,0,64.0,0.13225059371413547
2,0,86.0,0.22648582705729614
2,0,10.0,0.5500867534952525
2,1,92.0,0.09328467591244904
2,1,64.0,0.22236747089109213
2,1,86.0,0.3166027042342528
2,1,10.0,0.6402036306722092
2,2,92.0,0.09706453075671156
2,2,64.0,0.2185876160468296
2,2,86.0,0.3128228493899903
2,2,10.0,0.6364237758279466
2,3,92.0,0.1462121878514377
2,3,64.0,0.16943995895210348
2,3,86.0,0.26367519229526415
2,3,10.0,0.5872761187332205
3,0,5.0,0.023122269909988877
3,0,31.0,0.021216650659523703
3,0,78.0,0.033322036942796
3,0,98.0,0.1538958538798925
3,1,5.0,0.27640065062588803
3,1,31.0,0.27449503137542286
3,1,78.0,0.28660041765869515
3,1,98.0,0.4071742345957916
3,2,5.0,0.1696606181529552
3,2,31.0,0.16775499890249002
3,2,78.0,0.1798603851857623
3,2,98.0,0.30043420212285876
3,3,5.0,0.11930329766823722
3,3,31.0,0.11739767841777204
3,3,78.0,0.12950306470104433
3,3,98.0,0.25007688163814085
4,0,5.0,0.6703458403811465
4,0,31.0,0.10534611004603672
4,0,78.0,0.09869315662096098
4,0,98.0,0.09644416356602087
4,1,5.0,0.5982450804933528
4,1,31.0,0.033245350158243
4,1,78.0,0.02659239673316726
4,1,98.0,0.024343403678227134
4,2,5.0,0.6652910457014272
4,2,31.0,0.10029131536631741
4,2,78.0,0.09363836194124167
4,2,98.0,0.09138936888630156
4,3,5.0,0.6898457423632317
4,3,31.0,0.1248460120281219
4,3,78.0,0.11819305860304616
4,3,98.0,0.11594406554810602
5,0,5.0,0.32833918671834206
5,0,31.0,0.5295654279294553
5,0,78.0,0.40123242821840605
5,0,98.0,0.20359846556620625
5,1,5.0,0.23494584759173529
5,1,31.0,0.4361720888028484
