0,0,0.0
0,1,0.5004991327784155
0,2,0.4995008672215845
0,3,0.0
1,0,0.0
1,1,0.49034653084589336
1,2,0.5096534691541067
1,3,0.0
2,0,0.0
2,1,0.49683011202416233
2,2,0.5031698879758376
2,3,0.0
3,0,0.0
3,1,0.49925365014565437
3,2,0.5007463498543456
3,3,0.0
0,0,0.0
0,1,0.4677723175455406
0,2,0.5322276824544593
0,3,0.0
1,0,0.0
1,1,0.41955473828436224
1,2,0.5804452617156377
1,3,0.0
2,0,0.0
2,1,0.44448143930094985
2,2,0.5555185606990501
2,3,0.0
3,0,0.0
3,1,0.45660809310626926
3,2,0.5433919068937306
3,3,0.0
