0,0,0.0
0,1,0.564064362514166
0,2,0.43593563748583397
0,3,0.0
1,0,0.0
1,1,0.6220441135712779
1,2,0.37795588642872213
1,3,0.0
2,0,0.0
2,1,0.5729885494164761
2,2,0.42701145058352385
2,3,0.0
3,0,0.0
3,1,0.5476035470179522
3,2,0.4523964529820479
3,3,0.0
0,0,0.0
0,1,0.2665714334652326
0,2,0.7334285665347673
0,3,0.0
1,0,0.0
1,1,0.2940278988650072
1,2,0.7059721011349928
1,3,0.0
2,0,0.0
2,1,0.27083253082733616
2,2,0.7291674691726637
2,3,0.0
3,0,0.0
3,1,0.2594201132095471
3,2,0.7405798867904527
3,3,0.0
