,agent_id,pp_1,pp_1_1,pp_2,pp_2_1,pp_3,pp_3_1,P_1,P_1_1,P_2,P_2_1,P_3,P_3_1,a_enjoy_camp,a_enjoy_resort,a_budget_camp,a_budget_resort,a_conform_chain,a_conform_independent,a_stim_chain,a_stim_independent,a_enjoy_classic,a_enjoy_unknown,a_stimulation_classic,a_stimulation_unknown
0,0.0,0.0,1.0,1.0,0.0,0.7799194240205369,0.22008057597946307,0.5330142377431636,0.4669857622568364,0.6844840313301117,0.3155159686698883,0.0,1.0,-0.24061812820480277,-0.33672817375922964,-0.19586132059376354,0.2624145432968535,0.8250681416819139,-0.21375889439205345,-0.3967467316649684,-0.3762524183487697,-0.4183865131285233,-1.0,-0.4736707648887572,-0.5660710861061194
1,1.0,0.0,1.0,0.7399051742242455,0.2600948257757545,0.878270316072518,0.12172968392748196,0.7006795341038227,0.29932046589617733,0.4693853619092717,0.5306146380907283,0.6040635472109136,0.3959364527890864,-0.27735866001195747,-0.1609137257560202,1.0,-0.3199471417551026,0.09394395386554993,0.39332994835195156,0.11303417846043746,0.23354862505274904,-0.288058859638439,0.38343622184684906,-0.24792206585018342,-1.0
2,2.0,0.0,1.0,0.21968385048895656,0.7803161495110434,0.6887671782266551,0.3112328217733449,0.4795987074252868,0.5204012925747132,0.5993662758924599,0.40063372410754006,0.43302884875738595,0.5669711512426141,0.18069007229713713,-0.2598525776490169,-0.5803006719801432,0.392326279145183,-0.1466403934222736,0.5161518564613942,0.1740140769317251,-0.41556950045526503,-0.379346849873432,-0.07826809404203951,-0.7284358462881596,-0.48217419099486053
3,3.0,0.04408793265553984,0.9559120673444601,0.05538393750144177,0.9446160624985582,0.38392408907793574,0.6160759109220643,0.5095553416985217,0.4904446583014783,0.7830494041501236,0.21695059584987642,0.33627818223842076,0.6637218177615792,-0.09996688942916611,-0.13021606503138816,0.11028287546375366,0.021527689079535284,0.5730591856907766,0.33373545867276316,-0.1479832814241324,0.22459922522882625,0.39269367053980825,0.9014585245835891,0.34567051103843605,0.45849107713475806
4,4.0,0.580133557649174,0.41986644235082604,0.39588808085595445,0.6041119191440456,0.7116445794932246,0.28835542050677543,0.20861401198449087,0.7913859880155092,0.4353445993450574,0.5646554006549426,0.5579546830615358,0.44204531693846416,-0.8063466461055897,-0.972917538000315,0.3085144349518053,-1.0,0.9983898643814382,0.15977597416762365,-0.32771160528320104,-0.0051693084363750065,-0.14442999486026695,0.042917044127527976,0.1369239439447705,0.07806392758633716
5,5.0,0.3860139286519779,0.6139860713480221,0.001156253828017595,0.9988437461719823,0.0,1.0,0.43394411420054885,0.5660558857994511,0.3970814768003904,0.6029185231996096,0.20741159506353518,0.7925884049364649,-0.01233468711372386,0.05644063587192268,-0.7133765440561001,0.7214233749133063,0.22180694307205703,-0.1788161887381116,0.586703914588229,-0.20420731595932892,-0.5819207760909701,0.3758495884127191,-0.5111847998136094,-0.011118953080273102
6,6.0,0.5581155948316565,0.4418844051683435,0.638056135149347,0.361943864850653,0.408680583784959,0.591319416215041,0.1479759529788643,0.8520240470211358,0.6525475424946766,0.3474524575053234,0.5431470992011855,0.45685290079881447,-0.46639090243367615,0.019442894768109367,0.2406137195698232,0.14976978445606598,0.6750886572726222,0.5181268300373159,0.00468794895885003,0.25924456430644904,-0.0493836863586962,0.37072848649473183,0.03303859053003306,-0.8235297111915172
7,7.0,0.15998892205125095,0.8400110779487491,0.16992571891980018,0.8300742810801998,0.5019890417084901,0.4980109582915099,0.8271710526796756,0.1728289473203244,0.6732542361177705,0.32674576388222953,0.43638911243089573,0.5636108875691043,0.9429764709309593,-0.4354164632763935,0.07514956726795352,-0.2993195977077538,0.2535212070802655,0.22908979333766144,0.8061300782649207,0.4622504139665602,0.547170690830309,-0.7222308046166166,-0.022008105756319618,0.35435724813042674
8,8.0,0.14168759205807863,0.8583124079419213,0.4091751204915915,0.5908248795084086,0.8739886547128499,0.12601134528715008,0.3702908227086933,0.6297091772913067,0.48662230782894855,0.5133776921710514,0.7177344439629527,0.2822655560370473,0.9663376221013603,0.342987313106224,0.7493607400503907,0.37174740188659616,0.10989650049459086,0.1466943290638905,1.0,0.6568802347475345,0.07295700302542105,-0.13487617896091517,0.9416709482497458,-0.38542449441270116
9,9.0,0.1543914170812003,0.8456085829187997,0.0796497587540459,0.9203502412459541,0.6051510195700044,0.3948489804299956,0.832165196651965,0.16783480334803502,0.3651455817278978,0.6348544182721022,0.8560723969126662,0.14392760308733377,-0.07236080154933532,0.5251564514673619,0.6403875809706966,-0.6823114988821197,-0.01441060707040726,0.19269497999000165,-0.30390319653917175,-0.6890010102343658,-0.2057248865022872,-0.32543278686335453,0.4759054323397625,0.9397275801040113
10,10.0,0.021188831581348405,0.9788111684186516,0.7015810988300779,0.2984189011699221,0.19630300188782196,0.803696998112178,0.7974498482357282,0.20255015176427182,0.4705170921870393,0.5294829078129607,0.5585046557956931,0.4414953442043069,-0.47900081115586324,-0.18285048776035964,-0.7780026810988977,-0.27407066664126534,-0.0016722953133821545,-1.0,0.32504417186502055,-0.6155923963828549,0.16699216482104004,0.2707051906416847,0.8129347611256642,0.9054923366974276
11,11.0,0.11031144832840074,0.8896885516715992,0.6154308722800355,0.38456912771996454,0.0,1.0,0.8232962670018211,0.17670373299817888,0.5907214307669062,0.4092785692330938,0.1820540361342901,0.8179459638657098,0.316810634955797,-0.00893851853813107,0.033759913570989175,0.1757916612202953,-0.0002640511933634664,0.4604324375822635,0.5326379339382326,-0.2995970638835178,0.0889616818122621,-0.10088299062657821,0.6527737191778563,0.2361329133105969
12,12.0,0.25640674256311136,0.7435932574368886,0.2829909845634475,0.7170090154365525,0.5279457181144931,0.4720542818855069,0.7257001710118409,0.2742998289881591,0.7153859991727969,0.2846140008272031,0.5386550249707192,0.46134497502928085,0.869694718360049,0.705810323380668,-0.4832335076685899,0.4318351178452325,-0.13729637756365512,0.5255369050974632,-0.20712230076858196,-0.33993606197725085,-0.29815944482481477,0.5636999765766012,0.24025554375853406,0.321709296714256
13,13.0,0.3860064592990779,0.613993540700922,0.4846808259679827,0.5153191740320173,0.887734292407317,0.11226570759268295,0.6222723487052146,0.37772765129478536,0.5412286661814002,0.4587713338185998,0.45800802635604543,0.5419919736439546,-0.1960593753041929,0.8654892086666675,-0.2540357420329461,-0.3650127029653197,-0.8858518234554373,0.25240472255917346,0.39894674604380775,0.8249484424593863,-0.6175219944047102,-0.3553885831555143,0.2787428258819396,0.11815022384178601
14,14.0,0.16646277859226016,0.8335372214077399,0.4158827754536166,0.5841172245463834,0.36157648681951104,0.638423513180489,0.4527603358179863,0.5472396641820136,0.14674331759738435,0.8532566824026157,0.6464575451436021,0.3535424548563979,-0.32577782708672315,0.04694603640112045,-0.6195620305697749,0.1242230160686913,-0.023869210516179584,-0.39467918381001804,-0.1291952295212421,0.38022165569598976,0.5143987277060469,-0.6002002119094927,-0.843721796383553,0.013107395837618493
15,15.0,0.0,1.0,0.7147350986220108,0.2852649013779892,0.7193573765989448,0.28064262340105517,0.7589681741192194,0.24103182588078065,0.03885392994078113,0.9611460700592189,0.9257580023078074,0.07424199769219264,-0.1083833942854218,-5.716803956556379e-05,0.05988668340133864,0.0463137503091198,-0.08730678809591322,-0.053140830572545,0.5950814525415208,0.3987536572871115,0.2853805434568521,1.0,0.07256587068210091,0.9867997528623718
16,16.0,0.3094211476594631,0.690578852340537,0.232259720392073,0.767740279607927,0.04939526377715697,0.950604736222843,0.1118023030473908,0.8881976969526092,0.5416182243009591,0.4583817756990409,0.12996511301656677,0.8700348869834332,-0.33995875059163255,0.20111298166551467,0.17864687088702544,-0.35474116466878264,-0.438186775001295,-0.16238215320271973,-0.14917095089994548,-0.08809146000466615,0.1518041897518641,-0.1597339528374044,-0.8205285773537735,0.36511071303471815
17,17.0,0.215143591860938,0.784856408139062,0.22602442336381184,0.7739755766361882,0.17018221256330518,0.8298177874366948,0.5002572011906359,0.4997427988093641,0.3643298844143015,0.6356701155856985,0.14597909667547143,0.8540209033245285,-1.0,-0.24020645646102853,-0.22009557284887984,-0.03603251117771558,-0.07840755357714474,0.8203506990041921,0.7286355891735604,-0.29803638462867127,0.23518490124450875,0.6243638565726649,-0.6728875209512474,-0.2887784593569723
18,18.0,0.0,1.0,0.45665217163188365,0.5433478283681163,0.532472156846103,0.46752784315389695,0.23322632091510181,0.7667736790848982,0.36940610926974005,0.63059389073026,0.7485402249472348,0.2514597750527652,-0.47302692519687445,-0.02062676820672367,0.2864350507660958,0.20023567112663965,-0.663115690050731,-1.0,-0.22441577456724432,-0.3787979395792416,-0.25196801835698124,0.10468973526844629,0.14765020217912617,-0.09441913878601686
19,19.0,0.23899768423063314,0.7610023157693668,0.8136734103328349,0.1863265896671651,0.48369542937486365,0.5163045706251363,0.012584611679635038,0.9874153883203649,0.23085958249700206,0.7691404175029979,0.2986127475044034,0.7013872524955966,0.1729819931361698,-0.44852971733425556,-0.03239906780157524,0.16686638271735954,-0.12037440745571058,0.1598651756725058,0.6936346621556859,-0.19691883626781265,0.5165870739734679,0.5295774403889516,0.15440705280401046,-0.5263551885188986
20,20.0,0.002152286699888706,0.9978477133001113,0.5142853464116959,0.4857146535883041,0.7587834043744079,0.24121659562559206,0.6922625840497839,0.3077374159502161,0.7691345973950079,0.2308654026049921,0.6729179907528707,0.32708200924712927,-0.1942977098030651,0.12198147351653454,-0.4186150478080043,-0.2482949836196922,-0.5131612522997316,0.5297422707131844,0.15761584466627532,-0.28855238192761423,-0.08010671590695512,-0.17664752706241427,-0.8049397544076066,-0.9748430619633759
21,21.0,0.0,1.0,0.4105395097194354,0.5894604902805646,0.5501496078787548,0.4498503921212452,0.2290994511670772,0.7709005488329228,0.27637702304206,0.72362297695794,0.2857255080418506,0.7142744919581494,0.055003831950629606,0.41560381039375516,0.01089135546624595,-0.4215456153107918,0.6734794936666569,-0.353297144752353,-0.759648609906156,-0.06324123734510087,0.7332061839268278,-0.951806599752223,0.5410588924566128,0.4450372006169644
22,22.0,0.06944823539488287,0.9305517646051171,0.5271946016901244,0.47280539830987556,0.757636675318869,0.24236332468113098,0.47135137205332317,0.5286486279466769,0.9842909638577175,0.015709036142282473,0.5000205453757455,0.4999794546242545,-0.5599969473116341,-0.16337940675196935,-0.49307183303983376,-0.07539665068585694,-0.43026893039783826,0.1316880023920975,0.35034898432626177,0.8703405673498322,0.30734907491651026,-0.02911213037695385,-0.4372100261588777,-0.2970883787724234
23,23.0,0.45101220511380063,0.5489877948861994,0.5310590350272636,0.4689409649727364,0.2800068132100709,0.7199931867899291,0.2913051073867359,0.7086948926132641,0.8812782533917196,0.11872174660828039,0.6427794150847734,0.35722058491522657,0.02036548371535022,0.8686792364278818,-0.3898842619633583,-1.0,0.3282950976189427,0.27440302525432675,0.5137470134127438,0.23338669117346073,-0.21335974414142383,0.8334240316909115,-0.6053428868833126,0.13209753930684323
24,24.0,0.08127660145068807,0.918723398549312,0.4965837847117721,0.5034162152882279,0.549552825969662,0.45044717403033796,0.7371485709269244,0.26285142907307557,0.38023906376335925,0.6197609362366407,0.40275798865773843,0.5972420113422616,-0.038792579832441935,-0.37709214318393336,-0.5364810516600358,-0.032118004228377885,-0.10040287815630462,0.0677292043065101,-0.7114420052601301,1.0,0.7426284580828544,-0.34467051019107303,-0.2844674941410536,0.46117950045320416
25,25.0,0.06287658922320191,0.9371234107767981,0.5090918556754779,0.4909081443245221,0.5763374873491531,0.42366251265084687,0.5245773154988547,0.47542268450114533,0.3608991742206731,0.6391008257793269,0.29289669823220665,0.7071033017677933,0.1404223669505959,0.14998597815073456,0.09199020535611308,-0.6114859566232288,0.47639313781527454,0.46614772446300634,-0.22326688859218471,-0.8194222147275299,-0.02981833674312979,-0.6235277829812994,0.9490798839467811,0.5441476244523444
26,26.0,0.1678307731606497,0.8321692268393504,0.6444792610531469,0.3555207389468531,0.4284146577112391,0.5715853422887609,0.843365985444605,0.15663401455539505,0.4485287936795106,0.5514712063204894,0.5582621403120922,0.4417378596879078,0.3392304610180535,-0.4211113432047327,-0.3066212560214648,-0.3982168432701304,0.09029567049289983,-0.35453759998704804,0.42359625589597166,-0.20676540677389163,0.4061954241966713,-0.7186312703369826,0.01610281598121729,-0.3327071904341597
27,27.0,0.4302544898240954,0.5697455101759046,0.37377057770626787,0.6262294222937321,0.6047218549935196,0.3952781450064804,0.6355023386799856,0.3644976613200144,0.755390346381885,0.24460965361811504,0.7995807028592012,0.20041929714079876,0.46279385807700746,0.3303007880667082,0.3809479029163573,0.0022572953756662285,-0.37641543320142196,0.4194038698354867,-0.14776128531348864,0.4099191448579933,0.10862797888293198,0.4403781744954364,-0.16127109234719153,-0.46869057709294376
28,28.0,0.19880811333833312,0.8011918866616669,0.33132932788672265,0.6686706721132774,0.5662294831179049,0.4337705168820951,0.29818846670904303,0.7018115332909569,0.0,1.0,0.08838689203080213,0.9116131079691978,0.6497990905198988,0.46236040434556075,0.054672824423542904,0.10419080340062191,0.12558091267758728,0.1784154973267365,-0.14409706760190397,0.5624395112915825,-0.25992507162807904,-0.44280516991612523,-0.0600763778997007,-0.05147349520713857
29,29.0,0.6691286269720631,0.3308713730279369,0.9790345046803108,0.020965495319689165,0.5057777994306407,0.4942222005693593,0.20488838216711341,0.7951116178328865,0.4426696642410221,0.5573303357589778,0.15595819444354259,0.8440418055564574,-0.24895316204133014,-0.21709443951578328,0.9170885072368358,1.0,-0.5637678754004894,-0.41010374752086975,-0.720721402545721,-0.997500435335443,0.0960477724387255,0.9223246537110389,-0.0954335217457619,0.5243386663166831
30,30.0,0.0,1.0,0.36740201741253903,0.632597982587461,0.3808437240472015,0.6191562759527984,0.60735475754634,0.39264524245365995,0.5071581765164503,0.49284182348354966,0.8495666583395004,0.1504333416604996,-0.36998728302106204,-0.21438090232266307,-0.7180286543807155,-1.0,-0.3350855720833066,-0.2748857802878148,0.0696088166918751,-0.2529861182937441,0.6582662447070476,0.5740133912167606,0.6813933057898315,0.536437391850253
31,31.0,0.5559330668052468,0.4440669331947532,0.5190437974688658,0.48095620253113425,0.7866417253458944,0.21335827465410562,0.5056739069272717,0.49432609307272835,0.37627090661263496,0.623729093387365,0.01100590625334974,0.9889940937466503,0.14129403433985832,0.5515428342825708,-0.09192283628690336,-0.32772713274628806,-0.2686661380279166,-0.3312317193015668,-0.3006507355910076,0.6076173600079273,0.5723699478308848,-0.14513956075623072,-0.3746114661228715,-0.47071248314997904
32,32.0,0.31105028194465645,0.6889497180553436,0.7025745674300707,0.29742543256992926,0.34067473437418727,0.6593252656258127,0.49924607161797324,0.5007539283820268,0.43421002986555357,0.5657899701344464,0.6878576016376637,0.31214239836233626,0.3084509009597231,0.6313160226219793,-0.17363953677417218,-1.0,1.0,-0.14473127999815152,-0.1234947625792971,-0.33730979697028685,-0.028260526772258036,-0.14306923907572183,-0.1414375004466264,-0.5451965078989555
33,33.0,0.08379956593491933,0.9162004340650807,1.0,0.0,0.35596564573788014,0.6440343542621199,0.36153412952371966,0.6384658704762803,0.4206722838289063,0.5793277161710937,0.5930173346177053,0.40698266538229466,-0.07505331333737013,0.3023435677708238,-0.8864156995467246,0.6084228773549948,1.0,0.11813110104956354,0.6036336929278767,0.02706171408313016,-0.49140986002927417,-0.3880999186026149,0.42362187758127123,-0.1759299706038269
34,34.0,0.21896600140267683,0.7810339985973231,0.2722847989164564,0.7277152010835436,0.4256065843787355,0.5743934156212644,0.21273267874762503,0.787267321252375,0.8134256570092977,0.1865743429907023,0.6880714977706027,0.3119285022293973,-0.5914739175391597,0.3063197109852199,-0.6515063941726905,0.7583401269168275,0.1900091112197803,-0.2880393529640444,-0.0027940143442797515,-0.04428347561928769,-0.2831701601479703,-0.6972347705388718,-0.2712863436853508,0.09622666603228008
35,35.0,0.3462483719832592,0.6537516280167408,0.7924001644038563,0.2075998355961437,0.1341736127013214,0.8658263872986787,0.4126407779449169,0.5873592220550832,1.0,0.0,0.4134792325268148,0.5865207674731852,-0.15152535194019495,0.4510667471373889,-0.16343619855418615,-0.14614566831565626,0.2422166055915506,-1.0,0.5622386751039442,-0.3314891227706648,0.5073006912794511,-0.14307768311312177,-0.7958643883607467,0.6356485633664214
36,36.0,0.2200530911434736,0.7799469088565264,0.6119453324012671,0.38805466759873286,0.4608621882917944,0.5391378117082056,0.2152717454970553,0.7847282545029447,0.5202433561206361,0.4797566438793639,0.29582363780562826,0.7041763621943717,0.47657068836680233,-0.0690886762723679,0.26736915159043106,-0.2303457222254246,0.06138396292475688,-0.40988010991356577,0.09385772536969433,0.3827485687844234,-0.07032653407110839,0.02419300001827687,0.43255052403406735,-0.2745909307369099
37,37.0,0.3997359701698723,0.6002640298301277,0.18854803239050222,0.8114519676094978,0.8174205848958543,0.18257941510414566,0.0,1.0,0.37841585202706085,0.6215841479729391,0.500905901773318,0.49909409822668205,-0.22855286565687172,-0.2000886137300254,0.09794711655141554,0.042496236794443525,0.271467016793184,0.07677597259725653,0.12288388850658713,0.5886029129992861,-0.627930757185658,-0.9123812385815417,0.15710997603509616,0.31148576955371965
