0,0,0.0
0,1,0.49042588496643
0,2,0.50957411503357
0,3,0.0
1,0,0.0
1,1,0.49520065736927554
1,2,0.5047993426307245
1,3,0.0
2,0,0.0
2,1,0.4938527569142257
2,2,0.5061472430857743
2,3,0.0
3,0,0.0
3,1,0.49042588496643
3,2,0.50957411503357
3,3,0.0
0,0,0.0
0,1,0.5331055849236843
0,2,0.4668944150763157
0,3,0.0
1,0,0.0
1,1,0.5197325751486952
1,2,0.4802674248513048
1,3,0.0
2,0,0.0
2,1,0.5331055849236843
2,2,0.4668944150763157
2,3,0.0
3,0,0.0
3,1,0.5368057073933041
3,2,0.46319429260669587
3,3,0.0
