,country,egal,util,rel,nonrel,a_div_rel,a_div_nonrel
0,0.0,0.5568903245012773,0.4431096754987227,0.8603963256334318,0.13960367436656818,0.2780429262967903,-0.10910117943666497
1,1.0,0.5675157855782546,0.43248421442174545,0.33516366467684633,0.6648363353231537,0.1883500157097222,0.5281420350566395
2,2.0,0.2903369358038739,0.7096630641961261,0.33027997122258435,0.6697200287774157,-0.08489176436227974,0.7227619205625919
3,3.0,0.9225282583802629,0.07747174161973713,0.2329832201616575,0.7670167798383425,0.4626144145348423,-0.879087086439452
4,4.0,0.7133090515091259,0.28669094849087406,0.32263547093379397,0.677364529066206,0.22598602490931907,-0.14046868894058684
5,5.0,0.3477246883191538,0.6522753116808462,0.9440198613160883,0.05598013868391172,0.5244337077359866,0.9985991445128082
6,6.0,0.028700912107205934,0.9712990878927941,0.7173236322827451,0.2826763677172549,0.7433628370096887,0.7428589995159616
7,7.0,0.15677439276178984,0.8432256072382102,0.1552788873234514,0.8447211126765486,-0.27310361172282427,-0.7834542556386359
8,8.0,0.3049674735427499,0.6950325264572501,0.2396530456182332,0.7603469543817668,0.23259610245658147,0.4725533284681753
9,9.0,0.2546527584139777,0.7453472415860223,0.06925302638959452,0.9307469736104055,0.5835193576677649,0.9739602177938806
10,10.0,0.6676584042699254,0.3323415957300746,0.6239217733165784,0.3760782266834216,0.6462192781922196,0.11618864351653069
11,11.0,0.39325640722869526,0.6067435927713047,0.9957208653569285,0.004279134643071503,-0.6792019208199749,-0.7255276012126814
12,12.0,0.00927579434868242,0.9907242056513176,0.2873045377313542,0.7126954622686458,0.8132623273196122,0.9546341876643316
13,13.0,0.19934843692398785,0.8006515630760122,0.7962382691089871,0.2037617308910129,0.1327601257361153,-0.2934371986834614
14,14.0,0.5746481136031704,0.42535188639682964,0.11636830038880142,0.8836316996111986,0.5083227902422589,0.18499225016548393
15,15.0,0.9070588822866746,0.09294111771332536,0.35230307758763046,0.6476969224123695,-0.3825906099828611,-0.8796182487370652
16,16.0,0.8752011277643365,0.12479887223566355,0.43029185555580485,0.5697081444441952,0.865525684422882,0.27387419728628815
17,17.0,0.6390932981920096,0.36090670180799045,0.3904330924719741,0.6095669075280259,-0.5309415956256498,0.7517234853359318
18,18.0,0.3774329905476451,0.6225670094523549,0.9972280252298115,0.0027719747701885344,-0.2346621441638308,-0.3474540485684272
19,19.0,0.3921447942195897,0.6078552057804103,0.31978951350787443,0.6802104864921256,-0.038009160544990594,0.6934230992403396
20,20.0,0.7316162762762319,0.26838372372376806,0.04130445068688704,0.958695549313113,0.07250778166961358,-0.541001807693394
21,21.0,0.9851102296419608,0.014889770358039178,0.04293004192102712,0.9570699580789729,-0.41167287054652224,0.19383490794627667
22,22.0,0.6506887605444744,0.34931123945552556,0.3751561213999368,0.6248438786000632,0.9760652472507392,-0.4875145664642109
23,23.0,0.0054966018419000395,0.9945033981581,0.9843295513547977,0.015670448645202284,0.7098245009700193,0.3704072781129739
24,24.0,0.45104735818170416,0.5489526418182958,0.14448516817659884,0.8555148318234012,-0.051513920120614065,0.4012893462016127
25,25.0,0.8323235457316043,0.16767645426839572,0.041823969852405884,0.9581760301475941,0.7085129796116751,-0.7943442248336936
26,26.0,0.8799818438383252,0.12001815616167477,0.3781482575757803,0.6218517424242197,0.7116476913503822,-0.0872556948619414
27,27.0,0.5514611648842165,0.4485388351157835,0.8276545272914595,0.1723454727085405,-0.7222715807638957,-0.7908831533238674
28,28.0,0.2836348866907831,0.7163651133092169,0.5948021238791877,0.40519787612081226,-0.7099682317952449,0.9544015815314786
29,29.0,0.48555703751901735,0.5144429624809826,0.9852567079321636,0.014743292067836422,-0.10564492247961144,-0.8558267421062664
30,30.0,0.10172235742446478,0.8982776425755352,0.8924594206470222,0.10754057935297778,0.07851828265107041,-0.11282205515017063
31,31.0,0.6703511058375481,0.3296488941624519,0.08331874758236102,0.916681252417639,-0.625159312946278,0.22460977492285883
32,32.0,0.2347285226663508,0.7652714773336492,0.30031614394793216,0.6996838560520678,-0.8307759669573898,-0.9637662721236886
33,33.0,0.6017457982308396,0.3982542017691604,0.6704237429359624,0.3295762570640376,-0.09861399569715901,-0.9078529638041046
34,34.0,0.574382197045792,0.42561780295420804,0.8948631890759445,0.10513681092405547,0.7442123268428258,0.9698155414813687
